name,path
M201037 21st & Cuba Development,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201037 21st & Cuba Development
M20104 Little Goose Coring,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20104 Little Goose Coring
M201043 Central Park Industrial,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201043 Central Park Industrial
M201045 Cut Above 2020 Weld Procedures,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201045 Cut Above 2020 Weld Procedures
M20105 Ritzville ADA Ramp,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20105 Ritzville ADA Ramp
M201054 Wy'East Middle School - Shop Welds,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201054 Wy'East Middle School - Shop Welds
M201056 Sundance Meadows,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201056 Sundance Meadows
M201057 Aubrey L. White Force Main Route,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201057 Aubrey L. White Force Main Route
M201058 Woodridge View 4th Addition,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201058 Woodridge View 4th Addition
M201059 Falcon Ridge North,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201059 Falcon Ridge North
M20106 Post Street Bridge,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20106 Post Street Bridge
M201060 Tangle Ridge,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201060 Tangle Ridge
M201061 Wheatland Estates,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201061 Wheatland Estates
M201062 Marshall Creek,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201062 Marshall Creek
M201063 720 W Riverside - Garco 20-99-126,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201063 720 W Riverside - Garco 20-99-126
M201068 FAFB Repair Fire Protection H7 and B5,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201068 FAFB Repair Fire Protection H7 and B5
M201069 3601 E Falcon Ridge,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201069 3601 E Falcon Ridge
M20107 Kaiser Trentwood Extraction Well 3 Pump Building,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20107 Kaiser Trentwood Extraction Well 3 Pump Building
M201073 Dollar General - Chewelah,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201073 Dollar General - Chewelah
"M201077 SH-3, Middle Fork Potlatch Creek Bridge","R:\Construction\Jobs\M Jobs\2020 M Jobs\M201077 SH-3, Middle Fork Potlatch Creek Bridge"
"M201079 FAFB COMM Tower Footings, B1200","R:\Construction\Jobs\M Jobs\2020 M Jobs\M201079 FAFB COMM Tower Footings, B1200"
M20108 Brazington Residence,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20108 Brazington Residence
M201084 Cle Elum Precast Concrete,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201084 Cle Elum Precast Concrete
M201085 Bluegrass Apartments,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201085 Bluegrass Apartments
M20109 Monika Apartments,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20109 Monika Apartments
M201090 SOQ for SCC Bldg 8 Renovation,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201090 SOQ for SCC Bldg 8 Renovation
M201097 Arrotta's Automax Epoxy,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201097 Arrotta's Automax Epoxy
M201099 Baer #20-050 - Stanfield SD Campus Imp,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201099 Baer #20-050 - Stanfield SD Campus Imp
M20110 CHAS Clinic,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20110 CHAS Clinic
M201100 299 Argonne Road GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201100 299 Argonne Road GPR
M201104 Quail Run 2017,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201104 Quail Run 2017
M201105 Corridor Contractors Mezzanine GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201105 Corridor Contractors Mezzanine GPR
M201106 Spokane Valley City Hall Fireproofing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201106 Spokane Valley City Hall Fireproofing
M20111 Lewiston Airport 2020,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20111 Lewiston Airport 2020
M201110 DSHS Building Seismic Ceiling,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201110 DSHS Building Seismic Ceiling
M201111 Kaiser Trentwood EW3 Building Extension,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201111 Kaiser Trentwood EW3 Building Extension
M201112 Avista Staduim Tunnel,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201112 Avista Staduim Tunnel
M201113 5th & Scott Apartments,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201113 5th & Scott Apartments
M20112 427 W Sinto - Addition,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20112 427 W Sinto - Addition
M20113 Prairie Ridge LLC-HWY 2 Properties,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20113 Prairie Ridge LLC-HWY 2 Properties
M20115 Copeland Coring,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20115 Copeland Coring
M20117 Legacy Ridge West Phase C,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20117 Legacy Ridge West Phase C
M20125 Spenser Residence,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20125 Spenser Residence
M20126 Eastport TC Energy,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20126 Eastport TC Energy
M20127 48-foot diameter grain bin,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20127 48-foot diameter grain bin
M20128 Walnut Road Water Main,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20128 Walnut Road Water Main
M20129 2322 N Madson Street,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20129 2322 N Madson Street
M20134 Starbuck TC Energy,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20134 Starbuck TC Energy
M20136 Sandpoint Radiant Floor GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20136 Sandpoint Radiant Floor GPR
M20141 2914 Sonora Drive,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20141 2914 Sonora Drive
M20145 FAFB Hanger 2050 GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20145 FAFB Hanger 2050 GPR
M20147 Castle GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20147 Castle GPR
M20148 Post Street Waterline Replacement,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20148 Post Street Waterline Replacement
M20149 Malott HUD Road Improvements,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20149 Malott HUD Road Improvements
M20150 Schoolhouse Loop Road,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20150 Schoolhouse Loop Road
M20151 Boise Haul Road Improvements,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20151 Boise Haul Road Improvements
M20153 Angelosante Residence,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20153 Angelosante Residence
M20154 904 and Buena Vista St,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20154 904 and Buena Vista St
M20155 Flora RD Apartments,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20155 Flora RD Apartments
M20156 7589 N Heartland,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20156 7589 N Heartland
M20158 727 Front Street - GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20158 727 Front Street - GPR
"M20161 Lot 2, S Beverly, Sagle, ID","R:\Construction\Jobs\M Jobs\2020 M Jobs\M20161 Lot 2, S Beverly, Sagle, ID"
M20163 Catridge Furnace 5 Special Inspections,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20163 Catridge Furnace 5 Special Inspections
M20164 City of Lake Oswego - City Hall - Shop Inspections (CTI #T1907134),R:\Construction\Jobs\M Jobs\2020 M Jobs\M20164 City of Lake Oswego - City Hall - Shop Inspections (CTI #T1907134)
M20165 Beacon HQ,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20165 Beacon HQ
"M20166 Shop Construction, 12722 S Madison Road","R:\Construction\Jobs\M Jobs\2020 M Jobs\M20166 Shop Construction, 12722 S Madison Road"
M20169 1601 N. Division Street - GPR - Vera,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20169 1601 N. Division Street - GPR - Vera
M20170 Ponderosa Short Plat,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20170 Ponderosa Short Plat
M20171 121 S. Cedar Epoxy,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20171 121 S. Cedar Epoxy
"M20172 West Terrace Sixth Addition, Phase II","R:\Construction\Jobs\M Jobs\2020 M Jobs\M20172 West Terrace Sixth Addition, Phase II"
"M20174 SCC Bldg 19 Renovation, Fire Sciences","R:\Construction\Jobs\M Jobs\2020 M Jobs\M20174 SCC Bldg 19 Renovation, Fire Sciences"
M20175 ITD – Ramsey Road – Chilco to Scarcello,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20175 ITD – Ramsey Road – Chilco to Scarcello
M20176 ITD – SH-41 E Prairie Ave to Boekel Rd,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20176 ITD – SH-41 E Prairie Ave to Boekel Rd
M20177 Greybeard Shop Inspections,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20177 Greybeard Shop Inspections
M20179 13321 E Rich Avenue,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20179 13321 E Rich Avenue
M20181 Northwest Middle School,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20181 Northwest Middle School
M20182 Whitworth Water 3D Well,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20182 Whitworth Water 3D Well
M20183 Joe Albi Rehabilitation,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20183 Joe Albi Rehabilitation
M20188 Basement Evaluations,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20188 Basement Evaluations
M20189 Spangler Residence,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20189 Spangler Residence
M20190 The Union PUD Riverstone,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20190 The Union PUD Riverstone
M20193 STA Plaza Phase II,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20193 STA Plaza Phase II
M20196 Lewis & Clark High School,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20196 Lewis & Clark High School
M20197 Davenport Airport,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20197 Davenport Airport
M20199 McCain Foods Waste Pipeline,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20199 McCain Foods Waste Pipeline
M20202 Rockwood Phase I - Shear Walls,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20202 Rockwood Phase I - Shear Walls
M20205 1718 W. Sinto,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20205 1718 W. Sinto
M20207 12th & Evergreen,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20207 12th & Evergreen
M20214 Chevron Argonne & Bridgeport,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20214 Chevron Argonne & Bridgeport
M20222 5204 N. Starr Road,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20222 5204 N. Starr Road
M20223 South Landing Catalyst GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20223 South Landing Catalyst GPR
M20225 BPA Bell Substation,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20225 BPA Bell Substation
M20226 Silverado Apartments,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20226 Silverado Apartments
M20227 Trickle Creek 4th,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20227 Trickle Creek 4th
M20228 Metaline Falls Street Upgrades,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20228 Metaline Falls Street Upgrades
M20229 U of I Seed Potato Germplasm Facility,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20229 U of I Seed Potato Germplasm Facility
M20231 504 N Barker,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20231 504 N Barker
M20234 4000 E Boone,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20234 4000 E Boone
M20235 Sprague Ave Rebuild 2B,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20235 Sprague Ave Rebuild 2B
M20238 FAFB Hanger 1037 Eave Extension,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20238 FAFB Hanger 1037 Eave Extension
M20240 Country Hills 2020,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20240 Country Hills 2020
M20246 Adams Road Sidewalk Infill,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20246 Adams Road Sidewalk Infill
M20247  Sephora,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20247  Sephora
M20248 123 S. Bowdish,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20248 123 S. Bowdish
M20251 CDA Airport North Taxiway,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20251 CDA Airport North Taxiway
M20252 Spokane Power Sports,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20252 Spokane Power Sports
M20253 STA Fleck,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20253 STA Fleck
M20254 Assumption Parsh Church GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20254 Assumption Parsh Church GPR
M20255 Foothills Mazda,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20255 Foothills Mazda
M20257 1720 E. Sprague,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20257 1720 E. Sprague
M20261 517 N. Park Drive,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20261 517 N. Park Drive
M20262 49 Degrees North Maintenance Facility,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20262 49 Degrees North Maintenance Facility
M20264 Liberty and Hive Branch Libraries Project Bid Package,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20264 Liberty and Hive Branch Libraries Project Bid Package
M20266 Stuart Residence Materials Testing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20266 Stuart Residence Materials Testing
M20268 Post Street Bridge NDT Inspections,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20268 Post Street Bridge NDT Inspections
M20269 Safe and Vault Pallet Rack,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20269 Safe and Vault Pallet Rack
M20271 Palisades Christian Academy Gym Addition,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20271 Palisades Christian Academy Gym Addition
M20272 2020 Roadway Remediation Program - Basin,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20272 2020 Roadway Remediation Program - Basin
M20273 Cheney RR Depot,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20273 Cheney RR Depot
M20274 Walla Walla RFQ,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20274 Walla Walla RFQ
M20279 Columbia Dr & Northwood NPL (95601127),R:\Construction\Jobs\M Jobs\2020 M Jobs\M20279 Columbia Dr & Northwood NPL (95601127)
M20280 Day Mt Spokane & Yale NPL (95205050),R:\Construction\Jobs\M Jobs\2020 M Jobs\M20280 Day Mt Spokane & Yale NPL (95205050)
M20281 North Central Spokane Carry Over NPL (95606103),R:\Construction\Jobs\M Jobs\2020 M Jobs\M20281 North Central Spokane Carry Over NPL (95606103)
M20282 CDA 2019 Carry Over NPL (90105472),R:\Construction\Jobs\M Jobs\2020 M Jobs\M20282 CDA 2019 Carry Over NPL (90105472)
M20283 CDA 2020 NPL (90105492),R:\Construction\Jobs\M Jobs\2020 M Jobs\M20283 CDA 2020 NPL (90105492)
M20284 Regal - South Hill City NPL (95606148),R:\Construction\Jobs\M Jobs\2020 M Jobs\M20284 Regal - South Hill City NPL (95606148)
M20285 South Hill 2019 Carry Over NPL (95606105),R:\Construction\Jobs\M Jobs\2020 M Jobs\M20285 South Hill 2019 Carry Over NPL (95606105)
M20286 Northwest Spokane 2020 NPL (95606147),R:\Construction\Jobs\M Jobs\2020 M Jobs\M20286 Northwest Spokane 2020 NPL (95606147)
M20287 Reardan NPL (97405053),R:\Construction\Jobs\M Jobs\2020 M Jobs\M20287 Reardan NPL (97405053)
M20288 Avondale Fill Testing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20288 Avondale Fill Testing
M20291 Cheney 2020 Arterial Preservation Project,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20291 Cheney 2020 Arterial Preservation Project
M20294 SIA Imaging Anchor GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20294 SIA Imaging Anchor GPR
M20297 SCC Track,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20297 SCC Track
M20298 Port of Moses Lake - Westgate,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20298 Port of Moses Lake - Westgate
M20301 Post Falls - WRF Tertiary Treatment Improvements,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20301 Post Falls - WRF Tertiary Treatment Improvements
M20309 Shadle Public Library,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20309 Shadle Public Library
M20315 Davita Dialysis,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20315 Davita Dialysis
M20320 Grace Christian Fellowship Valley,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20320 Grace Christian Fellowship Valley
M20322 2700 E Ferry Ave (Playfair Building Fire Wall),R:\Construction\Jobs\M Jobs\2020 M Jobs\M20322 2700 E Ferry Ave (Playfair Building Fire Wall)
M20323 Pullman SD - Lincoln Middle School,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20323 Pullman SD - Lincoln Middle School
"M20324 Deal Rd Widening-Surfacing & Deal Rd Project #1, Phase #2","R:\Construction\Jobs\M Jobs\2020 M Jobs\M20324 Deal Rd Widening-Surfacing & Deal Rd Project #1, Phase #2"
M20326 City of Spokane Valley RFQ 2020 Construction Inspection Services,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20326 City of Spokane Valley RFQ 2020 Construction Inspection Services
M20327 Alternate Fuel Cell B1007,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20327 Alternate Fuel Cell B1007
M20329 Spokane Conservation District - Phase 1 Office,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20329 Spokane Conservation District - Phase 1 Office
M20334 Whitney Residence Materials Testing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20334 Whitney Residence Materials Testing
"M20335 ITD - STC 5743 Kidd Island Rd, Worley Highway","R:\Construction\Jobs\M Jobs\2020 M Jobs\M20335 ITD - STC 5743 Kidd Island Rd, Worley Highway"
M20336 RW Gallion GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20336 RW Gallion GPR
M20338 ITD Riverview Guardrail,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20338 ITD Riverview Guardrail
M20345 Philips Creek Trailhead,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20345 Philips Creek Trailhead
M20347 SWR 120-19 ADA Ramp Improvements,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20347 SWR 120-19 ADA Ramp Improvements
M20348 107 S Howard GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20348 107 S Howard GPR
M20348A1 107 S. Howard Materials Testing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20348A1 107 S. Howard Materials Testing
M20349 Pacific Alley Paving,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20349 Pacific Alley Paving
M20350 UTC Sewer,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20350 UTC Sewer
M20355 CVS Health,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20355 CVS Health
M20356 Cedar and 1st Ave Avista Vault,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20356 Cedar and 1st Ave Avista Vault
M20357 Vera Whole Health - Mission & Division,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20357 Vera Whole Health - Mission & Division
M20358 Scheitzer Condos Roof Inspection,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20358 Scheitzer Condos Roof Inspection
M20359 Amazon HGE1 Fulfillment Center,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20359 Amazon HGE1 Fulfillment Center
M20360 Albo Short Plat,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20360 Albo Short Plat
M20361 14017 N. Copper Canyon Lane,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20361 14017 N. Copper Canyon Lane
M20365 WSU SRC Boiler Upgrades GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20365 WSU SRC Boiler Upgrades GPR
M20366 Lighted Pit Repair,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20366 Lighted Pit Repair
M20369 Hagadone Dry Stack Building,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20369 Hagadone Dry Stack Building
M20372 Garland Avenue Extension,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20372 Garland Avenue Extension
M20374 Jordan Residence Materials Testing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20374 Jordan Residence Materials Testing
M20375 508 W Building,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20375 508 W Building
M20376 Pillar Rock Phase 8,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20376 Pillar Rock Phase 8
M20378 Flowery Trail Road CRP840,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20378 Flowery Trail Road CRP840
M20381 Nine Mile Creek & Scatter Creek Culvert Replacement,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20381 Nine Mile Creek & Scatter Creek Culvert Replacement
M20382 Rock Island Dam 2020,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20382 Rock Island Dam 2020
M20383 Grace Christian Fellowship Valley - USE M18699A1,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20383 Grace Christian Fellowship Valley - USE M18699A1
M20388 804 E Burk Road - GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20388 804 E Burk Road - GPR
M20389 ITD Bridge Replacement  D1 & D2 - ProTech 2020,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20389 ITD Bridge Replacement  D1 & D2 - ProTech 2020
M20392 VA Hospital - GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20392 VA Hospital - GPR
M20393 NSC Children of the Sun - Graham,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20393 NSC Children of the Sun - Graham
M20399 Four Lakes Substation,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20399 Four Lakes Substation
M20401 BNSF Spokane Auto and Intermodular Facilities,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20401 BNSF Spokane Auto and Intermodular Facilities
M20404 Barker Road Homes Sanitary Sewer Project,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20404 Barker Road Homes Sanitary Sewer Project
M20406 Civic Center - Twisp,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20406 Civic Center - Twisp
M20408 Wellpinit Spokofuel Improvements,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20408 Wellpinit Spokofuel Improvements
M20411 Deaconess MRI Suite Renovation,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20411 Deaconess MRI Suite Renovation
M20412 University Crossing - Pullman,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20412 University Crossing - Pullman
M20413 District on the River,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20413 District on the River
M20417 Poe 2020 Quality Control,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20417 Poe 2020 Quality Control
M20418 Prairie Avenue Curbs,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20418 Prairie Avenue Curbs
M20421 Bong Street Repair - Fairchild,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20421 Bong Street Repair - Fairchild
M20422 Repair Light Vaults - Taxilane J & H - Fairchild,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20422 Repair Light Vaults - Taxilane J & H - Fairchild
M20423 502 Blue Creek - PPC Overlay Testing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20423 502 Blue Creek - PPC Overlay Testing
M20424 Idaho Falls - PPC Overlay Testing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20424 Idaho Falls - PPC Overlay Testing
M20425 Xfinity,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20425 Xfinity
M20426 Xfinity 4423 N Division,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20426 Xfinity 4423 N Division
M20456 FAFB Outdoor Track & Field,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20456 FAFB Outdoor Track & Field
